,cc,data_id,iso,event_id_cnty,event_id_no_cnty,event_date,date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3,Cons,BokoHaram,is_urban
3235,104729,4626775,566,NIG12664,12664,28/06/2018,43279,2018,1,Battles,Armed clash,Military Forces of Nigeria (2015-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Nigeria,Borno,Monguno,,Goni,12.6904,13.8996,2,The Nation (Nigeria),National,"28 June. Military forces neutralize 8 Boko Haram members during an operation in Mallam Kafari, Goni, Alkari, Burburna and Kantanna in Monguno Local Government Area of Borno State. All location coordinates approximate.",2,1552576478,NGA,15993,1,False
3234,104728,4626774,566,NIG12663,12663,28/06/2018,43279,2018,1,Battles,Armed clash,Military Forces of Nigeria (2015-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Nigeria,Borno,Kukawa,,Mallam Kafari,12.7393,13.7589,2,The Nation (Nigeria),National,"28 June. Military forces neutralize 8 Boko Haram members during an operation in Mallam Kafari, Goni, Alkari, Burburna and Kantanna in Monguno Local Government Area of Borno State. All location coordinates approximate.",2,1552576478,NGA,15992,1,False
3233,104720,4626741,566,NIG12640,12640,28/06/2018,43279,2018,1,Battles,Government regains territory,Military Forces of Nigeria (2015-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Nigeria,Borno,Damboa,Damboa Central,Damboa,11.155999999999999,12.7576,1,Premium Times,National,"28 June. Military forces clear Boko Haram locations in Damboa and Bama LGAs (locations not provided by the source), killing 6 and rescuing 33 hostages.",3,1552576478,NGA,15986,1,True
3231,104696,4626771,566,NIG12666,12666,28/06/2018,43279,2018,1,Battles,Armed clash,Military Forces of Nigeria (2015-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Nigeria,Borno,Kukawa,,Burburna,12.8411,13.7486,2,The Nation (Nigeria),National,"28 June. Military forces neutralize 8 Boko Haram members during an operation in Mallam Kafari, Goni, Alkari, Burburna and Kantanna in Monguno Local Government Area of Borno State. All location coordinates approximate.",1,1552576478,NGA,15969,1,False
3230,104695,4626770,566,NIG12665,12665,28/06/2018,43279,2018,1,Battles,Armed clash,Military Forces of Nigeria (2015-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Nigeria,Borno,Kukawa,,Alkari,12.7929,13.8303,2,The Nation (Nigeria),National,"28 June. Military forces neutralize 8 Boko Haram members during an operation in Mallam Kafari, Goni, Alkari, Burburna and Kantanna in Monguno Local Government Area of Borno State. All location coordinates approximate.",2,1552576478,NGA,15968,1,False
3229,104607,4626623,566,NIG12641,12641,28/06/2018,43279,2018,1,Battles,Government regains territory,Military Forces of Nigeria (2015-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Nigeria,Borno,Bama,Goniri,Bama,11.5221,13.6856,1,Premium Times,National,"28 June. Military forces clear Boko Haram locations in Damboa and Bama LGAs (locations not provided by the source), killing 6 and rescuing 33 hostages.",3,1552576478,NGA,15961,1,True
3232,104697,4626772,566,NIG12667,12667,28/06/2018,43279,2018,1,Battles,Armed clash,Military Forces of Nigeria (2015-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Nigeria,Borno,Marte,,Kantanna,12.5577,13.8337,2,The Nation (Nigeria),National,"28 June. Military forces neutralize 8 Boko Haram members during an operation in Mallam Kafari, Goni, Alkari, Burburna and Kantanna in Monguno Local Government Area of Borno State. All location coordinates approximate.",1,1552576478,NGA,15970,1,False
3236,104353,4626414,566,NIG12668,12668,29/06/2018,43280,2018,2,Battles,Government regains territory,Military Forces of Nigeria (2015-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Nigeria,Borno,Guzamala,Gudumbali West,Gudumbali,12.944,13.184000000000001,2,Daily Independent,National,"29 June, on or before. Military forces attack and overtake Gasawa Village in Guzamala LGA during a clearance operation. Four Boko Haram dead, weapons recovered. The military made the announcement of the operation on 29 June.",4,1552576478,NGA,15905,1,False
3237,104422,4626328,120,CAO1445,1445,29/06/2018,43280,2018,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Zanga,11.1198,13.8742,1,LOeil du Sahel,Subnational,"On 29 June, 2 people were killed by Boko Haram men during a raid in Zamga.",2,1552576478,CMR,15936,1,True
3238,104437,4626415,566,NIG12669,12669,29/06/2018,43280,2018,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Nigeria),Refugees/IDPs (Nigeria),7,27,Western Africa,Nigeria,Borno,Bama,Banki,Banki,11.6621,14.0201,1,Vanguard (Lagos),National,"29 June. Boko Haram attacks an IDP camp in Banki, killing four civilians.",4,1552576478,NGA,15942,1,False
3239,104440,4626490,566,NIG12642,12642,29/06/2018,43280,2018,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Nigeria),Farmers (Nigeria),7,27,Western Africa,Nigeria,Borno,Damboa,Damboa Central,Damboa,11.155999999999999,12.7576,2,Vanguard (Lagos),National,"29 June. Boko Haram members, disguised as farmers attacked a group of farmers along Damboa- Bitta- Gwoza road, killing four.",4,1552576478,NGA,15945,1,True
3240,103930,4626067,562,NIR635,635,30/06/2018,43281,2018,1,Battles,Armed clash,Boko Haram - Wilayat Gharb Ifriqiyyah (Barnawi Faction),,2,Military Forces of Niger (2011-),,1,12,Western Africa,Niger,Diffa,N'Guigmi,ZR N Guigmi,Boula Brin,14.4244,13.415,2,RFI; Xinhua,International,"On June 30, presumed ISWA militants attacked two Nigerien army positions between Bilabrim and Koulbakoura, killing two soldiers, wounding others and destroying three vehicles.",1,1552576477,NER,15841,1,False
3241,103931,4626068,562,NIR636,636,30/06/2018,43281,2018,1,Battles,Armed clash,Boko Haram - Wilayat Gharb Ifriqiyyah (Barnawi Faction),,2,Military Forces of Niger (2011-),,1,12,Western Africa,Niger,Diffa,N'Guigmi,N Guigmi,N Guigmi,14.2495,13.1092,2,RFI; Xinhua,International,"On June 30, presumed ISWA militants attacked two Nigerien army positions between Bilabrim and Koulbakoura, killing two soldiers, wounding others and destroying three vehicles.",1,1552576477,NER,15842,1,True
3242,103987,4626247,566,NIG12670,12670,30/06/2018,43281,2018,1,Battles,Armed clash,Military Forces of Nigeria (2015-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Nigeria,Borno,Bama,Banki,Banki,11.6621,14.0201,1,Vanguard (Lagos),National,30 June. Government troops repelled an attack by Boko Haram at Banki in Bama Local Government Area. Two civilians killed in crossfire.,2,1552576478,NGA,15849,1,False
3243,104063,4626249,566,NIG12671,12671,30/06/2018,43281,2018,1,Battles,Armed clash,Military Forces of Nigeria (2015-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Nigeria,Borno,Mafa,,Anadawa,11.9135,13.6905,1,Vanguard (Lagos),National,"30 June. Military forces attack a Boko Haram position in Anadawa, killing five and recovering weapons.",5,1552576478,NGA,15870,1,False
3244,104073,4626062,120,CAO1447,1447,30/06/2018,43281,2018,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Zanga,11.1198,13.8742,1,LOeil du Sahel,Subnational,"On 30 June, a man was killed by Boko Haram men during a second raid in Zanga.",1,1552576477,CMR,15874,1,True
3246,103101,4625451,120,CAO1457,1457,3/07/2018,43284,2018,1,Battles,Armed clash,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Unidentified Communal Militia (Cameroon),Vigilante Group (Cameroon),4,24,Middle Africa,Cameroon,Extreme-Nord,Logone-Et-Chari,Hile Alifa,Bargaram,12.649000000000001,14.3111,2,Xinhua,International,"On 3 July, vigilantes repelled the attack of alleged BH men in Abancouri, Balgaram, Logone et Chari.",0,1552576477,CMR,15741,1,False
3245,102982,4625499,120,CAO1456,1456,3/07/2018,43284,2018,1,Battles,Armed clash,Military Forces of Cameroon (1982-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Middle Africa,Cameroon,Extreme-Nord,Logone-Et-Chari,Logone Birni,Glem,12.2715,14.6283,1,Local sources,Local,"On 3 July, Cameroonian forces attacked a BH group in Glem, Afade, Logone-et-Chari: 5 BH killed and 1 wounded.",5,1552576477,CMR,15728,1,False
3247,101146,4623983,566,NIG12753,12753,9/07/2018,43290,2018,1,Battles,Armed clash,Military Forces of Nigeria (2015-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Nigeria,Borno,Abadam,Arege,Arege,13.4868,13.3296,1,The Nation (Nigeria),National,09 July. Military forces report 15 Boko Haram fatalities following an encounter in Arere.,15,1552576475,NGA,15465,1,False
3248,101360,4623951,120,CAO1467,1467,9/07/2018,43290,2018,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Logone-Et-Chari,Hile Alifa,Ngouma,12.624,14.3105,2,Local sources,Local,"On 9 July, a nomadic camp between Garno and Ngouma, Logone et Chari, was attacked by BH men. 2 dead and 46 cattle heads seized.",2,1552576475,CMR,15498,1,False
3249,101013,4623641,120,CAO1469,1469,10/07/2018,43291,2018,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Kolofata,11.1621,14.0115,2,L'Oeil du Sahel,Subnational,"On 10 July, a man was killed during a Boko Haram attack in Mavare, Kolofata.",1,1552576475,CMR,15427,1,False
3250,101036,4623428,566,NIG12774,12774,10/07/2018,43291,2018,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Nigeria),,7,27,Western Africa,Nigeria,Adamawa,Girei,Wuro Dole,Lubu,10.2737,12.6865,1,The Sun (Nigeria),National,"10 July. Boko Haram attack Luru (Lubu) location, Girei LGA, killing five. Following the attack the attackers raised the Boko Haram flag over the town.",5,1552576475,NGA,15432,1,False
3251,99990,4622835,566,NIG12795,12795,13/07/2018,43294,2018,1,Battles,Armed clash,Military Forces of Nigeria (2015-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Nigeria,Borno,Bama,Goniri,Bama,11.5221,13.6856,2,Vanguard (Lagos); Premium Times,National,"13-14 July. 23 Nigerian soldiers went missing after Boko Haram ambushed a convoy outside Bama at Boboshe village, leading to the loss of several military vehicles. According to a military officer, 'around 100 terrorists' attacked the convoy. Any causalities/fatalities not known. The attack may have lasted into the early hours of the following morning. The military later denied the attack took place.",0,1552576474,NGA,15276,1,True
3252,99704,4622599,566,NIG12796,12796,14/07/2018,43295,2018,1,Battles,Armed clash,Military Forces of Nigeria (2015-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Nigeria,Borno,Bama,Goniri,Bama,11.5221,13.6856,2,Vanguard (Lagos); Premium Times,National,"13-14 July. 23 Nigerian soldiers went missing after Boko Haram ambushed a convoy outside Bama at Boboshe village, leading to the loss of several military vehicles. According to a military officer, 'around 100 terrorists' attacked the convoy. Any causalities/fatalities not known. The attack may have lasted into the early hours of the following morning. The military later denied the attack took place.",0,1552576474,NGA,15248,1,True
3253,99705,4622528,566,NIG12798,12798,14/07/2018,43295,2018,1,Battles,Non-state actor overtakes territory,Military Forces of Nigeria (2015-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Nigeria,Borno,Gubio,,Jilli,12.6149,12.4691,1,Vanguard (Lagos); Agence France Presse; Daily Trust,National-International,"14 July. Nearly 100 soldiers are missing after Boko Haram elements overruns a base in Jilli, along the border between Yobe and Borno States. A military officer reported 31 dead, including 3 officers. A source revised the number of missing soldiers to 600 later in the week, but claimed no known deaths.",31,1552576474,NGA,15249,1,False
3254,99215,4622326,566,NIG12802,12802,15/07/2018,43296,2018,1,Battles,Armed clash,Military Forces of Nigeria (2015-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Nigeria,Borno,Monguno,,Kuwiya,12.65,13.65,1,Nigeria Punch,National,15 July. Military forces kill 5 members of Boko Haram in Kwari (Kuwiya) while on patrol.,5,1552576473,NGA,15190,1,False
3255,99216,4622327,566,NIG12803,12803,15/07/2018,43296,2018,2,Battles,Armed clash,Military Forces of Nigeria (2015-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Nigeria,Borno,Bama,Goniri,Bama,11.5221,13.6856,2,Xinhua,International,"15 July, on or before. Following an alleged attack on a military convoy, military forces attack a Boko Haram position in Bama area, killing 22. The event may have occurred on 14 July.",22,1552576473,NGA,15191,1,True
3256,99100,4621855,120,CAO1479,1479,16/07/2018,43297,2018,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Mayo Moskota,Kouyape,11.020999999999999,13.9666,2,L'Oeil du Sahel,Regional,"On 16 July, Boko Haram killed two persons in Goudoumboul, Mayo Tsanaga.",2,1552576473,CMR,15176,1,False
3257,98787,4621817,566,NIG12813,12813,17/07/2018,43298,2018,1,Battles,Armed clash,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Military Forces of Nigeria (2015-),,1,12,Western Africa,Nigeria,Borno,Ngala,,Missini,12.2574,14.0989,1,Vanguard (Lagos),National,"17 July. Boko Haram fighters killed six traders when they ambushed a convoy of lorries under military escort in at Mussini village, some 16 kilometres (10 miles) from Gamboru. There was no report of response from military forces.",6,1552576473,NGA,15131,1,False
3259,98193,4621290,120,CAO1482,1482,19/07/2018,43300,2018,1,Violence against civilians,Abduction/forced disappearance,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Tsanaga,Mayo Moskota,Geldavi,11.0336,13.943,2,L'Oeil du Sahel,Regional,"On 19 July, Boko Haram kidnapped 4 children in Baljoel, Mayo Tsanaga.",0,1552576471,CMR,15044,1,False
3258,97988,4621091,562,NIR639,639,19/07/2018,43300,2018,1,Battles,Armed clash,Boko Haram - Wilayat Gharb Ifriqiyyah (Barnawi Faction),,2,Military Forces of Niger (2011-),,1,12,Western Africa,Niger,Diffa,Diffa,Baroua Gana,Baroua Gana,13.9091,13.1437,2,Agence France Presse,International,"On July 19, presumed ISWAP militants attacked a Nigerien military position in the area of Baroua, ten militants and one soldier was killed in the attack, and two soldiers were wounded.",11,1552576471,NER,15017,1,False
3260,98224,4621222,148,CHA710,710,19/07/2018,43300,2018,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah (Barnawi Faction),,2,Civilians (Chad),,7,27,Middle Africa,Chad,Lac,Fouli,Daboua,Daboua,14.4137,13.6129,1,Yerwa,Subnational,"On July 19, ISWAP militants attacked the village of Daboua, 18 civilians were killed, 2 wounded, and 10 women abducted.",18,1552576471,TCD,15047,1,False
3261,97653,5118793,566,NIG14064,14064,20/07/2018,43301,2018,1,Explosions/Remote violence,Air/drone strike,Military Forces of Nigeria (2015-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Nigeria,Borno,Bama,Goniri,Bama,11.5221,13.6856,2,This Day (Nigeria),National,"20 July. Nigerian air force conduct aerial strikes on Boko Haram forces in Yuwe of Bama LGA in Borno, killing at least 2 ""scores"", coded as 40.",40,1554749631,NGA,14976,1,True
3262,97366,4620561,566,NIG12829,12829,21/07/2018,43302,2018,1,Explosions/Remote violence,Air/drone strike,Military Forces of Nigeria (2015-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Nigeria,Borno,Kukawa,Kukawa,Kukawa,12.9234,13.5606,1,Vanguard (Lagos),National,"21 July. Air forces killed several Boko Haram fighters in the area surrounding Bulagalaye, Kwakwa. Exact figures not known - coded as 10.",10,1552576470,NGA,14937,1,True
3263,97575,4620630,120,CAO1485,1485,21/07/2018,43302,2018,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Tsanaga,Mayo Moskota,Mozogo,10.9638,13.9065,1,L'Oeil du Sahel,Subnational,"On 21 July a man was killed and cattle stolen during a raid by Boko Haram in the village of Goldavi, Mozogo Extreme-Nord.",1,1552576470,CMR,14965,1,False
3264,97580,4620754,120,CAO1484,1484,21/07/2018,43302,2018,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Tsanaga,Mayo Moskota,Geldavi,11.0336,13.943,1,L'Oeil du Sahel,Regional,"On 21 July, Boko Haram killed a person in Goldavi and stole 13 sheeps.",1,1552576471,CMR,14968,1,False
3265,97040,4620535,566,NIG12859,12859,22/07/2018,43303,2018,2,Battles,Armed clash,Military Forces of Nigeria (2015-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Nigeria,Yobe,Damaturu,Sasawa Kabaru,Sasawa Kabaru,11.8371,11.9858,1,Vanguard (Lagos),National,"22 July, on or about. Military forces suffered an unknown number of causalities while countering a Boko Haram ambush at Babangida (aka Biriri) or Sasawa Kabaru ""at the weekend"". The military also inflicted causalities on ""scores"" of [Boko Haram]. Exact total numbers not known.",10,1552576470,NGA,14893,1,False
3266,97221,4620495,120,CAO1510,1510,22/07/2018,43303,2018,1,Battles,Armed clash,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Unidentified Communal Militia (Cameroon),Vigilante Group (Cameroon),4,24,Middle Africa,Cameroon,Extreme-Nord,Mayo-Tsanaga,Mayo Moskota,Talakachi,10.9683,13.8709,1,Local sources,Local,"On 22 July, BH men attacked the Talakachi village, Makary: 3 civilians and a BH man killed in the ensuing clash with the defending residents.",4,1552576470,CMR,14903,1,False
3267,97260,4620484,120,CAO1486,1486,22/07/2018,43303,2018,1,Violence against civilians,Abduction/forced disappearance,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Maroua 2,Greya,11.2191,14.0359,1,L'Oeil du Sahel,Subnational,"On 22 July 11 civilians were kidnapped by Boko Haram militants in Greya, Extreme-Nord. The victims were later released by the army. No fatalities were reported.",0,1552576470,CMR,14922,1,False
3268,97262,4620493,120,CAO1508,1508,22/07/2018,43303,2018,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Logone-Et-Chari,Makary,Makari,12.5628,14.4442,1,Local sources,Local,"On 22 July, BH men attacked Makary, Logone et Chari, killing a herder and seizing 98 goats.",1,1552576470,CMR,14924,1,False
3269,97282,4620489,566,NIG12861,12861,22/07/2018,43303,2018,2,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Nigeria),,7,27,Western Africa,Nigeria,Borno,Konduga,Konduga,Konduga,11.6558,13.4213,2,Vanguard (Lagos),National,"22 July, on or about. Boko Haram slit the throats of no fewer than 18 civilians in the Lake Chad region ""at the weekend.""",18,1552576470,NGA,14928,1,True
3270,97286,4620494,120,CAO1509,1509,22/07/2018,43303,2018,1,Violence against civilians,Abduction/forced disappearance,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Logone-Et-Chari,Hile Alifa,Souargue,12.6356,14.2738,1,Local sources,Local,"On 22 July, BH men attacked the Souargue village, Hile Alifa, one man kidnapped.",0,1552576470,CMR,14931,1,False
3271,96930,4620246,566,NIG12868,12868,23/07/2018,43304,2018,1,Explosions/Remote violence,Suicide bomb,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Nigeria),,7,27,Western Africa,Nigeria,Borno,Konduga,,Mairami,11.577,13.5367,1,Agence France Presse; The Sun; Xinhua; The Guardian,National-International,"23 July. A Boko Haram suicide bomber targeted a mosque in Mainari (Mairami) during the morning hours. Eight worshipers killed (plus bomber), five injured. Xinhua claims 11 fatalities.",9,1552576470,NGA,14870,1,False
3272,96971,5118796,566,NIG14067,14067,23/07/2018,43304,2018,1,Battles,Armed clash,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Military Forces of Nigeria (2015-),Civilian JTF: Civilian Joint Task Force; Konduga Communal Militia (Nigeria),1,12,Western Africa,Nigeria,Borno,Konduga,Konduga,Konduga,11.6558,13.4213,1,Nigeria Punch,National,"23 July. Nigerian military forces, hunters and Civilian Joint Force clash with Boko Haram forces in Konduga of Borno State, killing 2 Boko Haram militants and arresting 2 others.",2,1554749631,NGA,14884,1,True
3278,96603,4619882,120,CAO1514,1514,24/07/2018,43305,2018,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Talkomari,11.05,13.9667,1,Local sources,Local,"On 24 July, Boko Haram men attacked the Talomari village, Kolofata, killing 5 people and wounding 3.",5,1552576469,CMR,14819,1,False
3277,96602,4619881,120,CAO1513,1513,24/07/2018,43305,2018,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Tsanaga,Mayo Moskota,Baljoel,10.992,13.9074,1,Local sources,Local,"On 24 July, a civilian was kidnapped in Baljoel, Mayo Moskota by BH men. His body was found the following day.",1,1552576469,CMR,14818,1,False
3276,96601,4619876,120,CAO1488,1488,24/07/2018,43305,2018,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Gouzoudou,11.1106,14.0389,1,L'Oeil du Sahel,Subnational,"On 24 July 5 civilians were killed by Boko Haram militants in Gouzoudou, Kolofata, Extreme-Nord.",5,1552576469,CMR,14817,1,False
3275,96596,4619675,120,CAO1489,1489,24/07/2018,43305,2018,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Logone-Et-Chari,Blangoua,Blangoua,12.7676,14.5757,1,L'Oeil du Sahel,Subnational,"On 24 July a villager was kidnapped and killed by Boko Haram militants in Blangoua, Extreme-Nord.",1,1552576469,CMR,14814,1,False
3274,96526,4619947,120,CAO1512,1512,24/07/2018,43305,2018,1,Battles,Armed clash,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Military Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Zanga,11.1198,13.8742,2,Local sources,Local,"On 24 July, BH men ambushed Cameroonian soldiers in Kamdjidji, Zamga, Mozogo. 15 BH killed.",15,1552576469,CMR,14792,1,True
3273,96362,4619946,120,CAO1487,1487,24/07/2018,43305,2018,1,Battles,Armed clash,Military Forces of Cameroon (1982-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Mayo Moskota,Kouyape,11.020999999999999,13.9666,1,L'Oeil du Sahel,Subnational,"On 24 July Cameroon Military Forces killed a Boko Haram militant in Kouyape, Extreme-Nord.",1,1552576469,CMR,14782,1,False
3279,95885,4619336,566,NIG12874,12874,26/07/2018,43307,2018,1,Battles,Armed clash,Military Forces of Nigeria (2015-),Police Forces of Nigeria (2015-),1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Nigeria,Borno,Bama,,Jakana,11.6651,14.040999999999999,1,Agence France Presse,International,26 July. Boko Haram raids a military base in Jakana firing weapons before retreating. A police station within the base was burned down. At least three fatalities - 2 police and a civilian.,3,1552576469,NGA,14717,1,False
3280,95897,4619239,120,CAO1515,1515,26/07/2018,43307,2018,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Tsanaga,Mayo Moskota,Geldavi,11.0336,13.943,1,L'Oeil du Sahel,Subnational,"On 26 July, a man was killed by BH men in Goldavi, Mayo Moskota.",1,1552576469,CMR,14724,1,False
3281,95898,4619240,120,CAO1516,1516,26/07/2018,43307,2018,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Tsanaga,Mayo Moskota,Baljoel,10.992,13.9074,1,Local sources,Local,"On 26 July, a civilian was killed in Baljoel, Mayo Moskota by BH men for the second time in one week.",1,1552576469,CMR,14725,1,False
3282,95900,4619300,120,CAO1490,1490,26/07/2018,43307,2018,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),Farmers (Cameroon),7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Tsanaga,Mayo Moskota,Zeneme,11.0281,13.9179,1,L'Oeil du Sahel; Local sources,Local-Subnational,"On 26 July a farmer was killed by Boko Haram militants in his field located in Zeneme, Mozogo, Extreme-Nord. A similar attack occurred a week before in Mozogo.",1,1552576469,CMR,14727,1,False
3283,95911,4619335,566,NIG13832,13832,26/07/2018,43307,2018,1,Battles,Armed clash,Military Forces of Nigeria (2015-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Nigeria,Borno,Maiduguri,,Maiduguri,11.8464,13.1603,1,Defense Post,International,26 July. Boko Haram stormed a base of Nigerian Military Forces in the outskirts of Maiduguri.,0,1552576469,NGA,14730,1,True
3284,95368,4619122,566,NIG12876,12876,27/07/2018,43308,2018,1,Battles,Armed clash,Military Forces of Nigeria (2015-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Nigeria,Borno,Dikwa,Dikwa,Dikwa,12.024000000000001,13.9165,1,Vanguard (Lagos),National,27 July. Military forces repel a Boko Haram attack in Dikwa. Several of the attackers escaped with gunshot wounds. No reported fatalities.,0,1552576469,NGA,14659,1,False
3285,95605,4619124,566,NIG12901,12901,27/07/2018,43308,2018,1,Battles,Armed clash,Military Forces of Nigeria (2015-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Nigeria,Borno,Monguno,Monguno,Monguno,12.6786,13.6079,2,The Sun (Nigeria),National,"27 July. Military ground forces, supported by air forces, neutralize 16 members of Boko Haram and recover weapons in Mairari, Monguno LGA.",16,1552576469,NGA,14685,1,True
3286,95606,4619125,566,NIG12902,12902,27/07/2018,43308,2018,1,Battles,Armed clash,Military Forces of Nigeria (2015-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Nigeria,Borno,Guzamala,,Bunari,12.6668,13.3949,2,Vanguard (Lagos),National,"27 July. Boko Haram attacks a military location at Bunari, Monguno LGA (coordinates approx), killing 11 soldiers. The attack is believed to be retaliation from a military offensive in nearby Mairari.",11,1552576469,NGA,14686,1,False
